# Simulation     CPU Time      Wallclock      TQ Time       PF Time      Diff Time      ATC Time     List Time     Seed Time   Enthalpy Time  Volume Time    Stress Time   Temp1d Time    Temp Time     Flow Time  Expansion Time
#  time [s]        [s]         Time [s]         [s]           [s]           [s]           [s]           [s]           [s]           [s]           [s]           [s]           [s]           [s]          [s]
  56.71678      33.98438      34.57100      0.000000      15.27900      0.000000      0.000000      15.87400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  56.82057      34.01562      34.60200      0.000000      15.29400      0.000000      0.000000      15.89000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  56.91082      34.04688      34.63400      0.000000      15.31000      0.000000      0.000000      15.90600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  57.00960      34.07812      34.66500      0.000000      15.32500      0.000000      0.000000      15.92200     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  57.10994      34.09375      34.69600      0.000000      15.32500      0.000000      0.000000      15.93700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  57.21330      34.14062      34.74300      0.000000      15.34100      0.000000      0.000000      15.96800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  57.30436      34.17188      34.77400      0.000000      15.37200      0.000000      0.000000      15.96800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  57.41261      34.20312      34.80600      0.000000      15.38800      0.000000      0.000000      15.98400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  57.51479      34.25000      34.85200      0.000000      15.40300      0.000000      0.000000      16.01500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  57.61409      34.26562      34.88400      0.000000      15.40300      0.000000      0.000000      16.03100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  57.70272      34.31250      34.93100      0.000000      15.43400      0.000000      0.000000      16.04700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  57.81231      34.34375      34.96200      0.000000      15.45000      0.000000      0.000000      16.06200     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  57.91555      34.39062      35.00900      0.000000      15.48100      0.000000      0.000000      16.07800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  58.00437      34.42188      35.04000      0.000000      15.48100      0.000000      0.000000      16.10900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  58.11839      34.45312      35.07100      0.000000      15.49600      0.000000      0.000000      16.12500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  58.20019      34.46875      35.08700      0.000000      15.51200      0.000000      0.000000      16.12500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  58.30955      34.51562      35.13400      0.000000      15.54300      0.000000      0.000000      16.14100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  58.40649      34.54688      35.16500      0.000000      15.54300      0.000000      0.000000      16.17200     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  58.50257      34.57812      35.19600      0.000000      15.54300      0.000000      0.000000      16.20300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  58.60944      34.62500      35.24300      0.000000      15.57400      0.000000      0.000000      16.21900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  58.71704      34.65625      35.27400      0.000000      15.59000      0.000000      0.000000      16.23400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  58.81926      34.68750      35.30600      0.000000      15.60600      0.000000      0.000000      16.23400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  58.90943      34.73438      35.35200      0.000000      15.63700      0.000000      0.000000      16.24900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  59.01782      34.78125      35.39900      0.000000      15.66900      0.000000      0.000000      16.26400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  59.10245      34.79688      35.41500      0.000000      15.66900      0.000000      0.000000      16.28000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  59.20465      34.84375      35.46200      0.000000      15.68500      0.000000      0.000000      16.31100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  59.32000      34.87500      35.49300      0.000000      15.70000      0.000000      0.000000      16.32700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  59.40550      34.90625      35.52400      0.000000      15.70000      0.000000      0.000000      16.35800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  59.51170      34.95312      35.57100      0.000000      15.71500      0.000000      0.000000      16.37400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  59.60042      34.98438      35.60200      0.000000      15.73100      0.000000      0.000000      16.38900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  59.71051      35.03125      35.64900      0.000000      15.77800      0.000000      0.000000      16.38900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  59.80735      35.06250      35.68100      0.000000      15.77800      0.000000      0.000000      16.42100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  59.91422      35.09375      35.71200      0.000000      15.80900      0.000000      0.000000      16.42100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  60.00000      35.12500      35.74300      0.000000      15.82400      0.000000      0.000000      16.43700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  60.10266      35.18750      35.82100      0.000000      15.83900      0.000000      0.000000      16.43700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  60.20714      35.21875      35.85200      0.000000      15.85400      0.000000      0.000000      16.43700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  60.31117      35.25000      35.88400      0.000000      15.87000      0.000000      0.000000      16.43700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  60.41805      35.28125      35.91500      0.000000      15.88600      0.000000      0.000000      16.43700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  60.50355      35.31250      35.94600      0.000000      15.91700      0.000000      0.000000      16.43700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  60.60515      35.35938      35.99300      0.000000      15.94800      0.000000      0.000000      16.45300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  60.71613      35.39062      36.04000      0.000000      15.96400      0.000000      0.000000      16.48400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  60.80163      35.40625      36.05600      0.000000      15.96400      0.000000      0.000000      16.50000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  60.90807      35.43750      36.08700      0.000000      15.96400      0.000000      0.000000      16.51500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  61.00881      35.46875      36.11800      0.000000      15.96400      0.000000      0.000000      16.54600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  61.11236      35.51562      36.16500      0.000000      15.98000      0.000000      0.000000      16.56100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  61.21035      35.53125      36.19600      0.000000      16.01100      0.000000      0.000000      16.56100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  61.31027      35.57812      36.24300      0.000000      16.01100      0.000000      0.000000      16.57700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  61.40766      35.60938      36.27400      0.000000      16.02600      0.000000      0.000000      16.59300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  61.50592      35.64062      36.30600      0.000000      16.04200      0.000000      0.000000      16.60900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  61.60159      35.67188      36.33700      0.000000      16.05700      0.000000      0.000000      16.62500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  61.71984      35.71875      36.38400      0.000000      16.07300      0.000000      0.000000      16.62500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  61.80534      35.73438      36.39900      0.000000      16.07300      0.000000      0.000000      16.64000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  61.91403      35.78125      36.44600      0.000000      16.10500      0.000000      0.000000      16.65500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  62.01516      35.79688      36.46200      0.000000      16.12100      0.000000      0.000000      16.65500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  62.10091      35.82812      36.49300      0.000000      16.13600      0.000000      0.000000      16.67100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  62.20287      35.87500      36.54000      0.000000      16.15200      0.000000      0.000000      16.67100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  62.31178      35.90625      36.57100      0.000000      16.16800      0.000000      0.000000      16.68600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  62.41866      35.95312      36.61800      0.000000      16.20000      0.000000      0.000000      16.70100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  62.51416      35.98438      36.64900      0.000000      16.21500      0.000000      0.000000      16.71700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  62.61586      36.01562      36.68100      0.000000      16.23100      0.000000      0.000000      16.73300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  62.71420      36.04688      36.71200      0.000000      16.24600      0.000000      0.000000      16.73300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  62.80188      36.07812      36.74300      0.000000      16.26100      0.000000      0.000000      16.74900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  62.91170      36.10938      36.77400      0.000000      16.26100      0.000000      0.000000      16.78000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  63.00850      36.14062      36.80600      0.000000      16.29300      0.000000      0.000000      16.78000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  63.11090      36.18750      36.85200      0.000000      16.30800      0.000000      0.000000      16.79600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  63.20421      36.21875      36.88400      0.000000      16.32400      0.000000      0.000000      16.81200     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  63.31020      36.25000      36.91500      0.000000      16.33900      0.000000      0.000000      16.82800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  63.40215      36.28125      36.94600      0.000000      16.33900      0.000000      0.000000      16.84400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  63.51299      36.31250      36.97700      0.000000      16.33900      0.000000      0.000000      16.87500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  63.60950      36.34375      37.00900      0.000000      16.35500      0.000000      0.000000      16.89100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  63.70422      36.37500      37.04000      0.000000      16.38600      0.000000      0.000000      16.89100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  63.80025      36.42188      37.08700      0.000000      16.43300      0.000000      0.000000      16.89100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  63.90124      36.45312      37.11800      0.000000      16.44800      0.000000      0.000000      16.90700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  64.00514      36.50000      37.16500      0.000000      16.46400      0.000000      0.000000      16.93800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  64.10779      36.53125      37.19600      0.000000      16.48000      0.000000      0.000000      16.95300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  64.21481      36.56250      37.22700      0.000000      16.49600      0.000000      0.000000      16.96800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  64.30733      36.59375      37.25900      0.000000      16.49600      0.000000      0.000000      17.00000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  64.40790      36.62500      37.29000      0.000000      16.49600      0.000000      0.000000      17.03100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  64.51036      36.65625      37.32100      0.000000      16.51200      0.000000      0.000000      17.04600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  64.60571      36.70312      37.36800      0.000000      16.52800      0.000000      0.000000      17.06100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  64.71421      36.73438      37.41500      0.000000      16.54300      0.000000      0.000000      17.09300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  64.81152      36.76562      37.44600      0.000000      16.54300      0.000000      0.000000      17.12400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  64.90637      36.79688      37.47700      0.000000      16.57400      0.000000      0.000000      17.12400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  65.00688      36.82812      37.50900      0.000000      16.59000      0.000000      0.000000      17.14000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  65.11174      36.87500      37.55600      0.000000      16.59000      0.000000      0.000000      17.17100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  65.21861      36.90625      37.58700      0.000000      16.60600      0.000000      0.000000      17.18600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  65.30150      36.93750      37.61800      0.000000      16.62100      0.000000      0.000000      17.18600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  65.41525      36.98438      37.66500      0.000000      16.63700      0.000000      0.000000      17.21700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  65.51096      37.01562      37.69600      0.000000      16.65300      0.000000      0.000000      17.23200     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  65.61581      37.04688      37.72700      0.000000      16.66800      0.000000      0.000000      17.23200     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  65.70554      37.07812      37.75900      0.000000      16.68400      0.000000      0.000000      17.24800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  65.81524      37.10938      37.79000      0.000000      16.69900      0.000000      0.000000      17.26400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  65.90074      37.14062      37.82100      0.000000      16.71500      0.000000      0.000000      17.27900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  66.00762      37.17188      37.85200      0.000000      16.73100      0.000000      0.000000      17.27900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  66.10743      37.20312      37.88400      0.000000      16.74700      0.000000      0.000000      17.29500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  66.20349      37.23438      37.91500      0.000000      16.77800      0.000000      0.000000      17.29500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  66.31037      37.26562      37.94600      0.000000      16.79400      0.000000      0.000000      17.31000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  66.40168      37.29688      37.97700      0.000000      16.81000      0.000000      0.000000      17.32500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  66.50745      37.32812      38.00900      0.000000      16.84200      0.000000      0.000000      17.32500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  66.61433      37.37500      38.05600      0.000000      16.87300      0.000000      0.000000      17.34100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  66.70744      37.40625      38.08700      0.000000      16.90400      0.000000      0.000000      17.34100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  66.80626      37.45312      38.13400      0.000000      16.92000      0.000000      0.000000      17.37200     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  66.90637      37.46875      38.14900      0.000000      16.92000      0.000000      0.000000      17.38700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  67.01496      37.51562      38.19600      0.000000      16.93600      0.000000      0.000000      17.40200     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  67.10000      37.54688      38.22700      0.000000      16.95100      0.000000      0.000000      17.41800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  67.21373      37.57812      38.25900      0.000000      16.96700      0.000000      0.000000      17.43400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  67.30655      37.60938      38.29000      0.000000      16.96700      0.000000      0.000000      17.46500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  67.41368      37.64062      38.32100      0.000000      16.98300      0.000000      0.000000      17.48000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  67.50852      37.68750      38.36800      0.000000      17.01500      0.000000      0.000000      17.49500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  67.60307      37.71875      38.39900      0.000000      17.03000      0.000000      0.000000      17.51100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  67.71412      37.75000      38.43100      0.000000      17.03000      0.000000      0.000000      17.54300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  67.80551      37.78125      38.46200      0.000000      17.04600      0.000000      0.000000      17.54300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  67.91239      37.81250      38.49300      0.000000      17.06100      0.000000      0.000000      17.55900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  68.01607      37.84375      38.57100      0.000000      17.06100      0.000000      0.000000      17.57400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  68.10157      37.87500      38.60200      0.000000      17.07700      0.000000      0.000000      17.58900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  68.20628      37.90625      38.63400      0.000000      17.10900      0.000000      0.000000      17.58900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  68.31521      37.95312      38.68100      0.000000      17.10900      0.000000      0.000000      17.62100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  68.41141      37.98438      38.71200      0.000000      17.12400      0.000000      0.000000      17.63700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  68.50531      38.01562      38.74300      0.000000      17.15500      0.000000      0.000000      17.63700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  68.61219      38.04688      38.77400      0.000000      17.17000      0.000000      0.000000      17.65300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  68.70570      38.06250      38.79000      0.000000      17.17000      0.000000      0.000000      17.66900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  68.81258      38.10938      38.83700      0.000000      17.18600      0.000000      0.000000      17.68400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  68.90041      38.14062      38.86800      0.000000      17.21700      0.000000      0.000000      17.68400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  69.01204      38.17188      38.89900      0.000000      17.23300      0.000000      0.000000      17.69900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  69.11222      38.20312      38.93100      0.000000      17.26500      0.000000      0.000000      17.69900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  69.21909      38.23438      38.96200      0.000000      17.28000      0.000000      0.000000      17.69900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  69.30310      38.25000      38.97700      0.000000      17.29500      0.000000      0.000000      17.69900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  69.40412      38.29688      39.02400      0.000000      17.31100      0.000000      0.000000      17.73000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  69.50254      38.31250      39.04000      0.000000      17.31100      0.000000      0.000000      17.74600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  69.60942      38.34375      39.07100      0.000000      17.31100      0.000000      0.000000      17.77700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  69.71283      38.37500      39.10300      0.000000      17.31100      0.000000      0.000000      17.80900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  69.80239      38.40625      39.13400      0.000000      17.32700      0.000000      0.000000      17.82400     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  69.91660      38.43750      39.16500      0.000000      17.34300      0.000000      0.000000      17.83900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  70.00000      38.48438      39.21200      0.000000      17.37400      0.000000      0.000000      17.85500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  70.10028      38.54688      39.27400      0.000000      17.39000      0.000000      0.000000      17.87000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  70.20228      38.59375      39.33600      0.000000      17.40600      0.000000      0.000000      17.88700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  70.30823      38.60938      39.36800      0.000000      17.41800      0.000000      0.000000      17.89700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  70.40165      38.64062      39.40000      0.000000      17.41800      0.000000      0.000000      17.92900     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  70.51103      38.65625      39.43100      0.000000      17.41800      0.000000      0.000000      17.94500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  70.60014      38.68750      39.46200      0.000000      17.44900      0.000000      0.000000      17.94500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  70.70701      38.71875      39.49300      0.000000      17.48000      0.000000      0.000000      17.94500     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  70.81389      38.75000      39.52500      0.000000      17.49600      0.000000      0.000000      17.96100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  70.92076      38.78125      39.55600      0.000000      17.51100      0.000000      0.000000      17.97700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  71.00812      38.81250      39.58700      0.000000      17.54200      0.000000      0.000000      17.97700     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  71.10664      38.84375      39.61800      0.000000      17.55800      0.000000      0.000000      17.99200     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  71.20156      38.87500      39.65000      0.000000      17.57400      0.000000      0.000000      18.00800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  71.30378      38.90625      39.68100      0.000000      17.60500      0.000000      0.000000      18.00800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  71.40690      38.93750      39.71200      0.000000      17.62100      0.000000      0.000000      18.02300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  71.50362      38.95312      39.72800      0.000000      17.62100      0.000000      0.000000      18.02300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  71.60614      39.00000      39.77500      0.000000      17.65300      0.000000      0.000000      18.02300     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  71.70122      39.03125      39.80600      0.000000      17.66900      0.000000      0.000000      18.03800     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  71.80310      39.07812      39.85300      0.000000      17.66900      0.000000      0.000000      18.07000     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  71.90659      39.10938      39.88400      0.000000      17.66900      0.000000      0.000000      18.10100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  72.01347      39.14062      39.91500      0.000000      17.68500      0.000000      0.000000      18.11600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  72.11965      39.17188      39.94700      0.000000      17.71700      0.000000      0.000000      18.11600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  72.20515      39.18750      39.96200      0.000000      17.73200      0.000000      0.000000      18.11600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  72.30949      39.23438      40.00900      0.000000      17.74800      0.000000      0.000000      18.13100     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  72.40895      39.26562      40.04000      0.000000      17.76400      0.000000      0.000000      18.14600     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  72.50917      39.29688      40.07200      0.000000      17.78000      0.000000      0.000000      18.16200     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
  72.60802      39.31250      40.08700      0.000000      17.79500      0.000000      0.000000      18.16200     0.3000000E-01  0.000000      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000    
