1118.625,0.0000007,#1395
1105.875,0.0007,#2955
1093.125,0.0007,#4125
1080.375,0.00000055,#3345
1067.625,0.00000055,#2565
1054.875,0.00000053,#8025
1042.125,0.0007,#5295
1029.375,0.00000052,#7245
1016.625,0.00000052,#4905
1003.875,0.0000005,#2175
991.125,0.0007,#7635
978.375,0.0007,#8415
965.625,0.0007,#8805
952.875,0.00005,#6465
940.125,0.00004,#6075
927.375,0.00003,#1785
914.625,0.00001,#3735
901.875,0.000001,#5685
889.125,0.0000004,#4515
876.375,0.0000004,#6855
