,0
0,2.3046641596964474
1,1.302817908889251
2,0.8970681958407758
3,0.4300917406265154
4,0.020998678663912786
5,-0.3187267292380842
6,-0.6121014539993012
7,-1.1344452451217548
8,-1.3494375466754032
9,-1.5409297086823497
